source_sheet,well,sample_description_1,sample_description_2,lab_group,combined,copies_well,target,conc_copies_u_l,conc_copies_u_l_flag,inhib_lambda,inhib_e_p,dye_name_s,accepted_droplets,positives,negatives,ex_tech,ex_batch,dd_pcr,droplets,x4_or_more,notes,sample_description_3,sample_description_4,notes_2,id_lab,site_id,region,sp_code1,sp_code2,sp_code3,sp_code4,sheet_name_unbc,utm_zone,easting,northing,stream_name,species_target_form,date_time_sample,site_description_general,site_description_habitat_type,depth_sample,filter_volume_l,method_sample,method_preservation,control_blank_field,control_blank_office,control_species_present_field,comments_field,sample_ep_positives,sample_lambda_positives,qa_droplets_ok,sample_lambda_ok,sample_ep_ok,sample_inhib_status,detection_crude,detection_clean
26March23,A10,M41370,ELU2,GROUP 13,8.573681116104119,3.65429759025574,RAIN,0.182714879512787,NA,NA,NA,VIC,19318,3,19315,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41370,24718557_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,566886,6052694,Missinka River,BT GR RB KO,2025/09/18 10:47:47,Sample collected 15m upstream from the bridge on the right bank. There is a better sampling location roughly 20m upstream where the thalweg reaches the stream bank.,run,0.1,1.6,instream,silica,FALSE,FALSE,NA,"Used a pre filter with nitex filter, 100um. Filter housing barb not submerged and filter worked properly.",NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
26March23,A11,M41370,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,VIC,18718,0,18718,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41370,24718557_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,566886,6052694,Missinka River,BT GR RB KO,2025/09/18 10:47:47,Sample collected 15m upstream from the bridge on the right bank. There is a better sampling location roughly 20m upstream where the thalweg reaches the stream bank.,run,0.1,1.6,instream,silica,FALSE,FALSE,NA,"Used a pre filter with nitex filter, 100um. Filter housing barb not submerged and filter worked properly.",NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,A12,M41370,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,VIC,18340,0,18340,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41370,24718557_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,566886,6052694,Missinka River,BT GR RB KO,2025/09/18 10:47:47,Sample collected 15m upstream from the bridge on the right bank. There is a better sampling location roughly 20m upstream where the thalweg reaches the stream bank.,run,0.1,1.6,instream,silica,FALSE,FALSE,NA,"Used a pre filter with nitex filter, 100um. Filter housing barb not submerged and filter worked properly.",NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B09,M41371,ELU1,GROUP 13,NA,0,BULT,0,NA,NA,NA,FAM,17422,0,17422,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B10,M41371,ELU2,GROUP 13,0,0,BULT,0,NA,NA,NA,FAM,18382,0,18382,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B11,M41371,ELU1,GROUP 13,NA,0,GRAY,0,NA,NA,NA,FAM,16690,0,16690,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B12,M41371,ELU2,GROUP 13,0,0,GRAY,0,NA,NA,NA,FAM,17917,0,17917,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B09,M41371,ELU1,GROUP 13,NA,13.50945115089416,RAIN,0.675472557544708,NA,NA,NA,VIC,17422,10,17412,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March23,B10,M41371,ELU2,GROUP 13,23.75187635421752,10.24242520332336,RAIN,0.512121260166168,NA,NA,NA,VIC,18382,8,18374,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,TRUE
26March23,B11,M41371,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,VIC,16690,0,16690,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,B12,M41371,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,VIC,17917,0,17917,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41371,57690_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555073,6046127,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:24:52,Sampled roughly 40m downstream of road crossing on right bank.,riffle,0.05,NA,grab,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C09,M41372,ELU1,GROUP 13,NA,0,BULT,0,NA,N,N,FAM,18651,0,18651,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C10,M41372,ELU2,GROUP 13,0,0,BULT,0,NA,NA,NA,FAM,20226,0,20226,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C11,M41372,ELU1,GROUP 13,NA,0,GRAY,0,NA,NA,NA,FAM,17621,0,17621,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C12,M41372,ELU2,GROUP 13,0,0,GRAY,0,NA,NA,NA,FAM,19807,0,19807,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C09,M41372,ELU1,GROUP 13,NA,0,RAIN,0,NA,NA,NA,VIC,18651,0,18651,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C10,M41372,ELU2,GROUP 13,0,0,RAIN,0,NA,NA,NA,VIC,20226,0,20226,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C11,M41372,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,VIC,17621,0,17621,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,C12,M41372,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,VIC,19807,0,19807,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41372,57690_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,555001,6046160,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 14:28:57,Sample collected 30-45m upstream of culvert on left bank.,riffle,0.1,NA,instream,silica,FALSE,FALSE,NA,Habitat confirmation completed in 2019. Fish was observed upstream of the crossing then. Low flows enabled crossing the channel by stepping over wet sections.,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D09,M41373,ELU1,GROUP 13,NA,0,BULT,0,NA,N,N,FAM,16791,0,16791,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D10,M41373,ELU2,GROUP 13,0,0,BULT,0,NA,NA,NA,FAM,18352,0,18352,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D11,M41373,ELU1,GROUP 13,NA,0,GRAY,0,NA,NA,NA,FAM,19455,0,19455,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D12,M41373,ELU2,GROUP 13,0,0,GRAY,0,NA,NA,NA,FAM,19499,0,19499,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D09,M41373,ELU1,GROUP 13,NA,0,RAIN,0,NA,NA,NA,VIC,16791,0,16791,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D10,M41373,ELU2,GROUP 13,0,0,RAIN,0,NA,NA,NA,VIC,18352,0,18352,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D11,M41373,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,VIC,19455,0,19455,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,D12,M41373,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,VIC,19499,0,19499,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,m41373,57695_ds_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,563250,6038794,Tributary To Wichcika Creek,BT GR RB KO,2025/09/18 15:53:16,Sample collected 5m from the culvert outlet. left bank.,riffle,0.5,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E09,S60274,ELU1,GROUP 2,NA,0,BULT,0,NA,N,N,FAM,18123,0,18123,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E10,S60274,ELU2,GROUP 2,0,0,BULT,0,NA,NA,NA,FAM,17801,0,17801,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E09,S60274,ELU1,GROUP 2,NA,0,CHIN,0,NA,NA,NA,VIC,18123,0,18123,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E10,S60274,ELU2,GROUP 2,0,0,CHIN,0,NA,NA,NA,VIC,17801,0,17801,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E11,S60274,ELU1,GROUP 2,NA,0,COHO,0,NA,NA,NA,FAM,18525,0,18525,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E12,S60274,ELU2,GROUP 2,0,0,COHO,0,NA,NA,NA,FAM,19243,0,19243,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E11,S60274,ELU1,GROUP 2,NA,0,SOCK,0,NA,NA,NA,VIC,18525,0,18525,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,E12,S60274,ELU2,GROUP 2,0,0,SOCK,0,NA,NA,NA,VIC,19243,0,19243,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60274,8547_us_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,589979,6072658,Tributary To Mcdonnell Lake,CO CH DV SK,2025/10/01 14:03:36,Sample collected ~3m upstream of culvert.,riffle,NA,2,instream,silica,FALSE,FALSE,NA,Sampled from right bank,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F09,S60275,ELU1,GROUP 2,NA,0,BULT,0,NA,N,N,FAM,19573,0,19573,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F10,S60275,ELU2,GROUP 2,0,0,BULT,0,NA,NA,NA,FAM,19891,0,19891,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F09,S60275,ELU1,GROUP 2,NA,0,CHIN,0,NA,NA,NA,VIC,19573,0,19573,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F10,S60275,ELU2,GROUP 2,0,0,CHIN,0,NA,NA,NA,VIC,19891,0,19891,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F11,S60275,ELU1,GROUP 2,NA,0,COHO,0,NA,NA,NA,FAM,17573,0,17573,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F12,S60275,ELU2,GROUP 2,0,0,COHO,0,NA,NA,NA,FAM,17431,0,17431,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F11,S60275,ELU1,GROUP 2,NA,0,SOCK,0,NA,NA,NA,VIC,17573,0,17573,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,F12,S60275,ELU2,GROUP 2,0,0,SOCK,0,NA,NA,NA,VIC,17431,0,17431,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60275,bulkley_falls_ds_ed1,s,DV,CH,CO,SK,BTDV CH CO SK,9,678227,6038335,Bulkley River,CO CH DV SK,2025/09/28 13:07:54,Sample collected 25m downstream of the falls in a riffle from pool at the bottom of the falls. Right bank from island.,NA,NA,3,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,G09,S60276,ELU1,GROUP 2,NA,1.24431699514389,BULT,0.0622158497571945,NA,NA,NA,FAM,18910,1,18909,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60276,bulkley_falls_ds_ed2,s,DV,CH,CO,SK,BTDV CH CO SK,9,678031,6039046,Bulkley River,CO CH DV SK,2025/09/28 13:47:13,"Sample collected ~800m downstream of the falls,  and ~100m downstream of a log jam (point 123 from Price 2014).",NA,NA,1,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
26March23,G10,S60276,ELU2,GROUP 2,1.24431699514389,0,BULT,0,NA,NA,NA,FAM,20030,0,20030,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60276,bulkley_falls_ds_ed2,s,DV,CH,CO,SK,BTDV CH CO SK,9,678031,6039046,Bulkley River,CO CH DV SK,2025/09/28 13:47:13,"Sample collected ~800m downstream of the falls,  and ~100m downstream of a log jam (point 123 from Price 2014).",NA,NA,1,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,G09,S60276,ELU1,GROUP 2,NA,0,CHIN,0,NA,NA,NA,VIC,18910,0,18910,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60276,bulkley_falls_ds_ed2,s,DV,CH,CO,SK,BTDV CH CO SK,9,678031,6039046,Bulkley River,CO CH DV SK,2025/09/28 13:47:13,"Sample collected ~800m downstream of the falls,  and ~100m downstream of a log jam (point 123 from Price 2014).",NA,NA,1,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,G10,S60276,ELU2,GROUP 2,0,0,CHIN,0,NA,NA,NA,VIC,20030,0,20030,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60276,bulkley_falls_ds_ed2,s,DV,CH,CO,SK,BTDV CH CO SK,9,678031,6039046,Bulkley River,CO CH DV SK,2025/09/28 13:47:13,"Sample collected ~800m downstream of the falls,  and ~100m downstream of a log jam (point 123 from Price 2014).",NA,NA,1,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
26March23,G11,S60276,ELU1,GROUP 2,NA,1.240381225943566,COHO,0.0620190612971783,NA,NA,NA,FAM,18970,1,18969,VB,13/03/2026,23/03/2026,NA,NA,NA,NA,NA,NA,s60276,bulkley_falls_ds_ed2,s,DV,CH,CO,SK,BTDV CH CO SK,9,678031,6039046,Bulkley River,CO CH DV SK,2025/09/28 13:47:13,"Sample collected ~800m downstream of the falls,  and ~100m downstream of a log jam (point 123 from Price 2014).",NA,NA,1,grab,silica,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
